timestamp,value,predicted_value,error,p_label,fired,r_label
2014-04-10 00:04:00,94,-77.0595825802,171.05958258,0,-1,0
2014-04-10 00:09:00,56,153.835387536,97.8353875359,0,-1,0
2014-04-10 00:14:00,187,127.405030222,59.5949697781,0,-1,0
2014-04-10 00:19:00,95,114.019255264,19.0192552639,0,-1,0
2014-04-10 00:24:00,51,-35.6896778901,86.6896778901,0,-1,0
2014-04-10 00:29:00,10,44.3231343729,34.3231343729,0,-1,0
2014-04-10 00:34:00,49,105.84612429,56.8461242903,0,-1,0
2014-04-10 00:39:00,79,84.5200905174,5.52009051736,0,-1,0
2014-04-10 00:44:00,24,139.707886594,115.707886594,0,-1,0
2014-04-10 00:49:00,73,135.694117615,62.6941176149,0,-1,0
2014-04-10 00:54:00,45,100.362395075,55.3623950752,0,-1,0
2014-04-10 00:59:00,9,136.396663844,127.396663844,0,-1,0
2014-04-10 01:04:00,33,187.122914701,154.122914701,0,-1,0
2014-04-10 01:09:00,14,99.3810680184,85.3810680184,0,-1,0
2014-04-10 01:14:00,57,92.7476614126,35.7476614126,0,-1,0
2014-04-10 01:19:00,139,39.4599075974,99.5400924026,0,-1,0
2014-04-10 01:24:00,21,58.9254109926,37.9254109926,0,-1,0
2014-04-10 01:29:00,47,19.253721555,27.746278445,0,-1,0
2014-04-10 01:34:00,124,62.7485329579,61.2514670421,0,-1,0
2014-04-10 01:39:00,34,44.7959211491,10.7959211491,0,-1,0
2014-04-10 01:44:00,73,102.660565086,29.6605650855,0,-1,0
2014-04-10 01:49:00,6,25.295102929,19.295102929,0,-1,0
2014-04-10 01:54:00,115,102.274620284,12.7253797161,0,-1,0
2014-04-10 01:59:00,14,46.5762428415,32.5762428415,0,-1,0
2014-04-10 02:04:00,21,44.2723291049,23.2723291049,0,-1,0
2014-04-10 02:09:00,91,109.615411657,18.6154116572,0,-1,0
2014-04-10 02:14:00,55,99.1984106898,44.1984106898,0,-1,0
2014-04-10 02:19:00,85,7.79469744523,77.2053025548,0,-1,0
2014-04-10 02:24:00,102,77.0158247494,24.9841752506,0,-1,0
2014-04-10 02:29:00,119,115.630302561,3.36969743925,0,-1,0
2014-04-10 02:34:00,139,87.0715643321,51.9284356679,0,-1,0
2014-04-10 02:39:00,69,109.096672852,40.096672852,0,-1,0
2014-04-10 02:44:00,142,86.8156262126,55.1843737874,0,-1,0
2014-04-10 02:49:00,45,50.4038687802,5.40386878017,0,-1,0
2014-04-10 02:54:00,48,82.6870503391,34.6870503391,0,-1,0
2014-04-10 02:59:00,3,155.270251638,152.270251638,0,-1,0
2014-04-10 03:04:00,32,62.0599135424,30.0599135424,0,-1,0
2014-04-10 03:09:00,4,111.321317052,107.321317052,0,-1,0
2014-04-10 03:14:00,72,67.5713268373,4.42867316272,0,-1,0
2014-04-10 03:19:00,103,-65.5379574878,168.537957488,0,-1,0
2014-04-10 03:24:00,64,47.6121161218,16.3878838782,0,-1,0
2014-04-10 03:29:00,44,32.3583159919,11.6416840081,0,-1,0
2014-04-10 03:34:00,30,0.0433552615669,29.9566447384,0,-1,0
2014-04-10 03:39:00,4,38.9882662616,34.9882662616,0,-1,0
2014-04-10 03:44:00,4,119.48242526,115.48242526,0,-1,0
2014-04-10 03:49:00,79,-15.9074121004,94.9074121004,0,-1,0
2014-04-10 03:54:00,83,48.1112521033,34.8887478967,0,-1,0
2014-04-10 03:59:00,3,106.172192332,103.172192332,0,-1,0
2014-04-10 04:04:00,21,125.829115573,104.829115573,0,-1,0
2014-04-10 04:09:00,33,91.8947314624,58.8947314624,0,-1,0
2014-04-10 04:14:00,72,81.2420863428,9.24208634277,0,-1,0
2014-04-10 04:19:00,87,126.146761115,39.1467611149,0,-1,0
2014-04-10 04:24:00,190,137.019570521,52.9804294789,0,-1,0
2014-04-10 04:29:00,10,128.026507569,118.026507569,0,-1,0
2014-04-10 04:34:00,44,55.3385186211,11.3385186211,0,-1,0
2014-04-10 04:39:00,24,31.4481201721,7.44812017209,0,-1,0
2014-04-10 04:44:00,32,131.988292648,99.9882926482,0,-1,0
2014-04-10 04:49:00,111,29.99007864,81.00992136,0,-1,0
2014-04-10 04:54:00,106,159.88756042,53.8875604197,0,-1,0
2014-04-10 04:59:00,49,-18.5507336941,67.5507336941,0,-1,0
2014-04-10 05:04:00,56,58.7444079049,2.74440790493,0,-1,0
2014-04-10 05:09:00,79,14.1500629837,64.8499370163,0,-1,0
2014-04-10 05:14:00,42,87.6294023095,45.6294023095,0,-1,0
2014-04-10 05:19:00,112,-67.1744084164,179.174408416,0,-1,0
2014-04-10 05:24:00,21,94.4644597765,73.4644597765,0,-1,0
2014-04-10 05:29:00,48,134.749956516,86.7499565163,0,-1,0
2014-04-10 05:34:00,48,165.190659894,117.190659894,0,-1,0
2014-04-10 05:39:00,91,180.944182669,89.9441826689,0,-1,0
2014-04-10 05:44:00,191,155.089970376,35.9100296244,0,-1,0
2014-04-10 05:49:00,8,134.685376525,126.685376525,0,-1,0
2014-04-10 05:54:00,25,90.9712560598,65.9712560598,0,-1,0
2014-04-10 05:59:00,93,50.9927980455,42.0072019545,0,-1,0
2014-04-10 06:04:00,37,-15.0458782,52.0458782,0,-1,0
2014-04-10 06:09:00,24,60.2362036556,36.2362036556,0,-1,0
2014-04-10 06:14:00,35,49.6232070871,14.6232070871,0,-1,0
2014-04-10 06:19:00,45,119.383967936,74.3839679357,0,-1,0
2014-04-10 06:24:00,11,54.0933792383,43.0933792383,0,-1,0
2014-04-10 06:29:00,50,164.902592527,114.902592527,0,-1,0
2014-04-10 06:34:00,3,36.458121432,33.458121432,0,-1,0
2014-04-10 06:39:00,75,93.5085429524,18.5085429524,0,-1,0
2014-04-10 06:44:00,79,77.1684956184,1.8315043816,0,-1,0
2014-04-10 06:49:00,22,104.791218585,82.7912185848,0,-1,0
2014-04-10 06:54:00,143,136.228520395,6.77147960455,0,-1,0
2014-04-10 06:59:00,24,102.075667214,78.0756672139,0,-1,0
2014-04-10 07:04:00,222,-20.1811936567,242.181193657,0,-1,0
2014-04-10 07:09:00,57,-15.3689910716,72.3689910716,0,-1,0
2014-04-10 07:14:00,10,-7.63631275472,17.6363127547,0,-1,0
2014-04-10 07:19:00,46,8.02108877213,37.9789112279,0,-1,0
2014-04-10 07:24:00,6,79.6518117933,73.6518117933,0,-1,0
2014-04-10 07:29:00,60,177.605324718,117.605324718,0,-1,0
2014-04-10 07:34:00,30,79.8892566475,49.8892566475,0,-1,0
2014-04-10 07:39:00,17,73.6174488198,56.6174488198,0,-1,0
2014-04-10 07:44:00,11,34.9867429977,23.9867429977,0,-1,0
2014-04-10 07:49:00,107,77.6633058417,29.3366941583,0,-1,0
2014-04-10 07:54:00,120,80.0451312103,39.9548687897,0,-1,0
2014-04-10 07:59:00,4,60.1639867085,56.1639867085,0,-1,0
2014-04-10 08:04:00,150,157.335884786,7.33588478642,0,-1,0
2014-04-10 08:09:00,90,43.4520047114,46.5479952886,0,-1,0
2014-04-10 08:14:00,52,65.0853533644,13.0853533644,0,-1,0
2014-04-10 08:19:00,35,15.9853837148,19.0146162852,0,-1,0
2014-04-10 08:24:00,8,74.5238274677,66.5238274677,0,-1,0
2014-04-10 08:29:00,5,160.953661468,155.953661468,0,-1,0
2014-04-10 08:34:00,167,67.969658975,99.030341025,0,-1,0
2014-04-10 08:39:00,139,16.716588207,122.283411793,0,-1,0
2014-04-10 08:44:00,54,157.856911443,103.856911443,0,-1,0
2014-04-10 08:49:00,3,97.9671805036,94.9671805036,0,-1,0
2014-04-10 08:54:00,102,34.981478093,67.018521907,0,-1,0
2014-04-10 08:59:00,12,82.7929252547,70.7929252547,0,-1,0
2014-04-10 09:04:00,17,105.572871438,88.5728714383,0,-1,0
2014-04-10 09:09:00,66,33.1578855964,32.8421144036,0,-1,0
2014-04-10 09:14:00,94,78.2624058856,15.7375941144,0,-1,0
2014-04-10 09:19:00,6,122.399188045,116.399188045,0,-1,0
2014-04-10 09:24:00,102,45.2909521925,56.7090478075,0,-1,0
2014-04-10 09:29:00,82,-4.27661788574,86.2766178857,0,-1,0
2014-04-10 09:34:00,45,77.7204555755,32.7204555755,0,-1,0
2014-04-10 09:39:00,8,12.5046350011,4.50463500114,0,-1,0
2014-04-10 09:44:00,3,44.1889818905,41.1889818905,0,-1,0
2014-04-10 09:49:00,107,20.479182683,86.520817317,0,-1,0
2014-04-10 09:54:00,15,128.10149801,113.10149801,0,-1,0
2014-04-10 09:59:00,9,147.741772998,138.741772998,0,-1,0
2014-04-10 10:04:00,1,164.416680421,163.416680421,0,-1,0
2014-04-10 10:09:00,61,107.120641812,46.1206418116,0,-1,0
2014-04-10 10:14:00,50,85.4294208689,35.4294208689,0,-1,0
2014-04-10 10:19:00,86,174.60308882,88.6030888195,0,-1,0
2014-04-10 10:24:00,69,92.8620916208,23.8620916208,0,-1,0
2014-04-10 10:29:00,5,57.6499668971,52.6499668971,0,-1,0
2014-04-10 10:34:00,59,44.6656521222,14.3343478778,0,-1,0
2014-04-10 10:39:00,34,-32.5923697235,66.5923697235,0,-1,0
2014-04-10 10:44:00,95,21.039886336,73.960113664,0,-1,0
2014-04-10 10:49:00,80,42.6586866715,37.3413133285,0,-1,0
2014-04-10 10:54:00,146,150.442355969,4.44235596873,0,-1,0
2014-04-10 10:59:00,72,86.5713957319,14.5713957319,0,-1,0
2014-04-10 11:04:00,44,40.4957748774,3.50422512263,0,-1,0
2014-04-10 11:09:00,105,85.213887249,19.786112751,0,-1,0
2014-04-10 11:14:00,68,75.8251417213,7.82514172134,0,-1,0
2014-04-10 11:19:00,40,139.534318088,99.5343180881,0,-1,0
2014-04-10 11:24:00,14,113.219361739,99.2193617385,0,-1,0
2014-04-10 11:29:00,6,-80.2367518012,86.2367518012,0,-1,0
2014-04-10 11:39:00,79,8.13525431641,70.8647456836,0,-1,0
2014-04-10 11:44:00,183,144.700042692,38.2999573084,0,-1,0
2014-04-10 11:49:00,138,44.6107254262,93.3892745738,0,-1,0
2014-04-10 11:54:00,119,51.3392826627,67.6607173373,0,-1,0
2014-04-10 11:59:00,255,93.1354400135,161.864559986,0,-1,0
2014-04-10 12:04:00,74,15.0477158414,58.9522841586,0,-1,0
2014-04-10 12:09:00,35,208.364437342,173.364437342,0,-1,0
2014-04-10 12:14:00,12,32.7318948428,20.7318948428,0,-1,0
2014-04-10 12:19:00,68,89.4022847391,21.4022847391,0,-1,0
2014-04-10 12:24:00,1,-32.4146908939,33.4146908939,0,-1,0
2014-04-10 12:29:00,98,0.39718207535,97.6028179246,0,-1,0
2014-04-10 12:34:00,21,105.537535611,84.5375356108,0,-1,0
2014-04-10 12:39:00,67,-12.3781773385,79.3781773385,0,-1,0
2014-04-10 12:44:00,176,101.817103155,74.1828968452,0,-1,0
2014-04-10 12:49:00,199,40.9491241108,158.050875889,0,-1,0
2014-04-10 12:54:00,120,-10.1175001828,130.117500183,0,-1,0
