timestamp,value,predicted_value,error,p_label,fired,r_label
2014-04-01 00:00:00,19.761251903,49.4758384647,29.7145865617,0,-1,0
2014-04-01 00:05:00,20.500833287,87.1170194305,66.6161861435,0,-1,0
2014-04-01 00:10:00,19.9616414445,73.0785228441,53.1168813996,0,-1,0
2014-04-01 00:15:00,21.4902660734,44.2437072236,22.7534411502,0,-1,0
2014-04-01 00:20:00,20.1877394098,18.0037222186,2.1840171912,0,-1,0
2014-04-01 00:25:00,19.9231256718,41.8698116786,21.9466860068,0,-1,0
2014-04-01 00:30:00,21.6984039617,26.4868698677,4.78846590604,0,-1,0
2014-04-01 00:35:00,20.8787583842,100.010029379,79.1312709951,0,-1,0
2014-04-01 00:40:00,18.4461996294,15.9116314313,2.53456819806,0,-1,0
2014-04-01 00:45:00,18.7108178448,25.0730489507,6.36223110595,0,-1,0
2014-04-01 00:50:00,21.1484914518,50.46374109,29.3152496382,0,-1,0
2014-04-01 00:55:00,21.3434052847,31.2445456141,9.90114032942,0,-1,0
2014-04-01 01:00:00,20.1807633164,34.6557043187,14.4749410023,0,-1,0
2014-04-01 01:05:00,20.2178209115,50.9208355129,30.7030146014,0,-1,0
2014-04-01 01:10:00,20.5277318514,31.4169317295,10.8891998781,0,-1,0
2014-04-01 01:15:00,19.7564630971,4.6543728313,15.1020902658,0,-1,0
2014-04-01 01:20:00,20.7207964939,30.0082302213,9.2874337274,0,-1,0
2014-04-01 01:25:00,18.4339250303,9.84879663837,8.58512839193,0,-1,0
2014-04-01 01:30:00,21.8451169695,58.821616404,36.9764994345,0,-1,0
2014-04-01 01:35:00,21.0006192952,50.183984232,29.1833649368,0,-1,0
2014-04-01 01:40:00,20.524696816,73.67178518,53.147088364,0,-1,0
2014-04-01 01:45:00,19.265288228,75.5072164216,56.2419281936,0,-1,0
2014-04-01 01:50:00,18.6438219498,41.2082834822,22.5644615324,0,-1,0
2014-04-01 01:55:00,19.6373718553,45.6395911838,26.0022193285,0,-1,0
2014-04-01 02:00:00,20.6463069623,21.4213105197,0.77500355737,0,-1,0
2014-04-01 02:05:00,20.5348389737,69.6172692152,49.0824302415,0,-1,0
2014-04-01 02:10:00,19.5305646203,40.932302201,21.4017375807,0,-1,0
2014-04-01 02:15:00,20.4531455753,32.3434186614,11.8902730861,0,-1,0
2014-04-01 02:20:00,21.2549931823,16.8098896229,4.44510355942,0,-1,0
2014-04-01 02:25:00,18.1051390894,39.6378757476,21.5327366582,0,-1,0
2014-04-01 02:30:00,19.8024841917,37.0288011311,17.2263169394,0,-1,0
2014-04-01 02:35:00,21.0342209139,33.7526903213,12.7184694074,0,-1,0
2014-04-01 02:40:00,20.1845778819,52.4555041386,32.2709262567,0,-1,0
